white-orchid-elegance,"White Orchid Elegance",existing,signature-collection|luxury-bouquet|best-seller,"everyday|romance","Floral Arrangement",luxury,175,205,"White phalaenopsis orchids","White spray roses","Broad tropical leaves|ruscus",white,"Sculptural architectural upright arrangement","Presented in vessel — no wrap","Champagne-gold and black satin ribbon, blank","Tall ivory ceramic cylinder vase","Classic|Grand|Opulent","Sculptural white phalaenopsis orchids in serene, architectural elegance.","White phalaenopsis orchids arch with quiet, sculptural grace, each stem placed to trace an effortless line of pure elegance. It is a study in restraint — the kind of beauty that speaks in a whisper yet fills an entire room. Set in a tall ivory vessel and hand-arranged for balance, White Orchid Elegance arrives same-day in Kingston to bring calm, luminous sophistication to any space.","White Orchid Elegance | Luxury Flower Delivery Kingston | The New Greenhouse","Sculptural white phalaenopsis orchids in a serene luxury arrangement. An architectural statement of elegance with same-day Kingston delivery.","white orchid arrangement, phalaenopsis orchids Kingston, luxury orchids Jamaica, elegant white flowers, sculptural floral arrangement, same-day flower delivery","White Orchid Elegance — sculptural white phalaenopsis orchids in a tall ivory vase by The New Greenhouse","everyday | her | sophisticated | luxury-tier | white | same-day-yes | partner | modern",signature-ivory-blush-bouquet|royal-hydrangea-arrangement|black-gold-orchid-statement,black-gold-orchid-statement,"Same-day delivery across Kingston for orders placed before 1pm; hand-delivered upright in a protective vase box.","Keep the vessel with a little fresh water, mist orchid blooms lightly, and display away from direct sun and drafts to extend life.","Core best-seller, available year-round; orchid stem count scales with size selected.","experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|occasion:romance|collection:signature|flower:orchid|palette:white|style:arrangement|format:vase|tier:luxury|recipient:her","A finished gift-ready premium floral arrangement of white phalaenopsis orchids with white spray roses, hand-arranged with refined density in a tall sculptural upright shape, accented by broad tropical leaves and ruscus, set in a tall ivory ceramic cylinder vase, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
signature-ivory-blush-bouquet,"Signature Ivory & Blush Bouquet",existing,signature-collection|luxury-bouquet|best-seller,"everyday|romance","Luxury Bouquet",luxury,165,195,"Ivory garden roses|blush roses","Lisianthus|ranunculus|spray roses","Silver dollar eucalyptus|seeded eucalyptus",ivory,"Lush garden-gathered hand-tied","Premium kraft and ivory tissue","Champagne-gold and black satin ribbon, blank","Hand-tied bouquet — no vessel","Classic|Grand|Opulent","Our signature ivory and blush garden roses, lush and hand-gathered.","Ivory garden roses and soft blush blooms are gathered into the bouquet that defines The New Greenhouse — endlessly elegant, quietly romantic, forever in season. Ruffled ranunculus and airy lisianthus lend it the tousled fullness of a private garden at first light. Hand-tied in ivory tissue and finished with satin ribbon, it arrives same-day in Kingston as the effortless gift for every graceful occasion.","Signature Ivory & Blush Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse","Ivory and blush garden roses hand-tied into our signature luxury bouquet. Lush, romantic and elegant, with same-day Kingston delivery.","ivory rose bouquet, blush garden roses Kingston, signature luxury bouquet Jamaica, hand-tied flowers, elegant bouquet, same-day flower delivery","Signature Ivory & Blush Bouquet — ivory and blush garden roses hand-tied in ivory tissue by The New Greenhouse","everyday | her | romantic | luxury-tier | ivory | same-day-yes | partner | classic",white-orchid-elegance|luxury-mixed-garden-bouquet|royal-hydrangea-arrangement,greenhouse-signature-100-roses,"Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.","Unwrap, trim stems at an angle, and place in fresh cool water; refresh every two days and keep away from direct heat and sun.","Signature best-seller, available year-round; blush and ivory tones may vary subtly by season.","experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|occasion:romance|collection:signature|flower:rose|palette:ivory|style:hand-tied|format:bouquet|tier:luxury|recipient:her","A finished gift-ready premium hand-tied bouquet of ivory garden roses and blush roses with lisianthus, ranunculus and spray roses, hand-arranged with refined density in a lush garden-gathered dome, softened by silver dollar and seeded eucalyptus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
royal-hydrangea-arrangement,"Royal Hydrangea Arrangement",existing,luxury-bouquet|signature-collection,"everyday","Floral Arrangement",luxury,160,190,"Blue and white hydrangea","White roses|lisianthus","Silver dollar eucalyptus|ruscus",white,"Full rounded low-and-lush arrangement","Presented in vessel — no wrap","Champagne-gold and black satin ribbon, blank","Footed ivory ceramic vase","Classic|Grand|Opulent","Billowing blue and white hydrangea in a lush, rounded arrangement.","Full clouds of blue and white hydrangea billow into an arrangement of cool, aristocratic calm, brightened by crisp white roses. There is something timeless in its softness — a serene, garden-estate beauty that feels both grand and gentle. Hand-arranged low and lush in a footed ivory vessel, the Royal Hydrangea Arrangement arrives same-day in Kingston to bring quiet elegance to any table.","Royal Hydrangea Arrangement | Luxury Flower Delivery Kingston | The New Greenhouse","Blue and white hydrangea with white roses in a lush luxury arrangement. Cool, elegant and serene, with same-day Kingston delivery.","hydrangea arrangement Kingston, blue hydrangea flowers, luxury flowers Jamaica, white rose arrangement, elegant table flowers, same-day flower delivery","Royal Hydrangea Arrangement — blue and white hydrangea with white roses in a footed ivory vase by The New Greenhouse","everyday | her | sophisticated | luxury-tier | white | same-day-yes | family | classic",white-orchid-elegance|signature-ivory-blush-bouquet|luxury-mixed-garden-bouquet,white-orchid-elegance,"Same-day delivery across Kingston for orders placed before 1pm; hand-delivered in a protective vase box.","Keep the vessel topped with plenty of fresh water — hydrangea drink deeply — trim stems every two days and keep out of direct sun.","Available year-round; hydrangea head size and blue tone may vary with season.","experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:luxury-bouquet|flower:hydrangea|palette:white|style:arrangement|format:vase|tier:luxury|recipient:her","A finished gift-ready premium floral arrangement of billowing blue and white hydrangea with white roses and lisianthus, hand-arranged with refined density in a full rounded low dome, framed by silver dollar eucalyptus and ruscus, set in a footed ivory ceramic vase, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
luxury-mixed-garden-bouquet,"Luxury Mixed Garden Bouquet",existing,luxury-bouquet|signature-collection|best-seller,"everyday","Luxury Bouquet",luxury,155,185,"Garden roses|ranunculus|lisianthus","Spray roses|stock|waxflower","Seeded eucalyptus|Italian ruscus",mixed,"Loose abundant garden-gathered hand-tied","Premium kraft and ivory tissue","Champagne-gold and black satin ribbon, blank","Hand-tied bouquet — no vessel","Classic|Grand|Opulent","A lavish, abundant mix of garden blooms in soft romantic tones.","An abundant gathering of garden roses, ranunculus and lisianthus tumbles together in soft, romantic harmony, as though freshly cut from a flourishing garden. Every stem earns its place, layered for that effortless, just-picked fullness our clients return for again and again. Hand-tied in ivory tissue and finished with satin ribbon, it arrives same-day in Kingston to make any day feel gloriously generous.","Luxury Mixed Garden Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse","A lavish mix of garden roses, ranunculus and lisianthus hand-tied in soft romantic tones. Abundant luxury bouquet with same-day Kingston delivery.","mixed garden bouquet, luxury flowers Kingston, garden rose bouquet Jamaica, ranunculus lisianthus, abundant flower bouquet, same-day flower delivery","Luxury Mixed Garden Bouquet — abundant garden roses, ranunculus and lisianthus hand-tied in ivory tissue by The New Greenhouse","everyday | her | romantic | luxury-tier | mixed | same-day-yes | family | classic",signature-ivory-blush-bouquet|royal-hydrangea-arrangement|seasonal-luxe-bouquet,white-orchid-elegance,"Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.","Trim stems on arrival, place in fresh cool water, refresh every two days, and keep away from direct sun and ripening fruit.","Best-seller, available year-round; specific blooms vary with the freshest garden stems in season.","experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:luxury-bouquet|flower:mixed|palette:mixed|style:hand-tied|format:bouquet|tier:luxury|recipient:her","A finished gift-ready premium hand-tied bouquet of mixed garden roses, ranunculus and lisianthus with spray roses, stock and waxflower in soft romantic tones, hand-arranged with refined density in a loose abundant garden-gathered dome, softened by seeded eucalyptus and Italian ruscus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
luxury-tropical-arrangement,"Luxury Tropical Arrangement",existing,luxury-bouquet|signature-collection,"everyday","Floral Arrangement",luxury,170,200,"Red anthurium|orange anthurium","Birds of paradise|tropical orchids","Monstera leaves|ti leaves|palm",bright,"Bold architectural tropical arrangement","Presented in vessel — no wrap","Champagne-gold and black satin ribbon, blank","Tall matte-stone ceramic vase","Classic|Grand|Opulent","Bold anthurium and birds of paradise in a striking tropical statement.","Glossy anthurium and dramatic birds of paradise rise into a bold, architectural celebration of the island in full bloom. It is Jamaica distilled — vivid, confident, alive — sculpted with glossy monstera and ti leaves for true statement presence. Hand-arranged in a tall matte vessel, the Luxury Tropical Arrangement arrives same-day in Kingston to bring the drama of the tropics indoors.","Luxury Tropical Arrangement | Luxury Flower Delivery Kingston | The New Greenhouse","Bold anthurium and birds of paradise in a striking tropical arrangement. A vibrant island statement with same-day Kingston delivery.","tropical arrangement Kingston, anthurium flowers Jamaica, birds of paradise, luxury tropical flowers, statement floral arrangement, same-day flower delivery","Luxury Tropical Arrangement — red and orange anthurium with birds of paradise in a tall matte ceramic vase by The New Greenhouse","everyday | him | bold | luxury-tier | bright | same-day-yes | partner | modern",black-gold-orchid-statement|white-orchid-elegance|royal-hydrangea-arrangement,black-gold-orchid-statement,"Same-day delivery across Kingston for orders placed before 1pm; hand-delivered upright in a protective vase box.","Keep the vessel topped with fresh water, mist tropical foliage lightly, and display in a warm spot away from cold drafts.","Available year-round; tropical stem selection reflects the freshest island-grown blooms.","experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:luxury-bouquet|flower:anthurium|palette:bright|style:arrangement|format:vase|tier:luxury|recipient:him","A finished gift-ready premium floral arrangement of glossy red and orange anthurium with birds of paradise and tropical orchids, hand-arranged with refined density in a bold architectural upright shape, sculpted with monstera leaves, ti leaves and palm, set in a tall matte-stone ceramic vase, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
seasonal-luxe-bouquet,"Seasonal Luxe Bouquet",existing,seasonal-deluxe|luxury-bouquet|best-seller,"seasonal","Luxury Bouquet",premium,115,145,"Designer's choice seasonal blooms","Complementary seasonal accents","Seasonal foliage|eucalyptus",mixed,"Designer's-choice hand-tied","Premium kraft and ivory tissue","Champagne-gold and black satin ribbon, blank","Hand-tied bouquet — no vessel","Classic|Grand|Opulent","A designer's-choice bouquet of the season's most beautiful blooms.","Each season, our florists gather the freshest, most breathtaking blooms available and compose them by hand into a bouquet that could only exist right now. It is a gift of trust and delight — the season's finest, arranged with our signature eye for balance and abundance. Wrapped in ivory tissue and finished with satin ribbon, the Seasonal Luxe Bouquet arrives same-day in Kingston, a little different and always beautiful.","Seasonal Luxe Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse","A designer's-choice bouquet of the season's freshest luxury blooms, hand-tied by our florists. Elegant and abundant, with same-day Kingston delivery.","seasonal bouquet Kingston, designers choice flowers, luxury flowers Jamaica, florist choice bouquet, fresh seasonal flowers, same-day flower delivery","Seasonal Luxe Bouquet — a designer's-choice gathering of the season's blooms hand-tied in ivory tissue by The New Greenhouse","seasonal | her | thoughtful | premium-tier | mixed | same-day-yes | family | classic",luxury-mixed-garden-bouquet|signature-ivory-blush-bouquet|spring-awakening-bouquet,luxury-mixed-garden-bouquet,"Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.","Trim stems on arrival, place in fresh cool water, refresh every two days, and keep away from direct sun and heat.","Available year-round; blooms are chosen fresh each season, so every bouquet is one of a kind.","experience:deluxe|channel:retail|delivery:same-day|occasion:seasonal|collection:seasonal|flower:mixed|palette:mixed|style:hand-tied|format:bouquet|tier:premium|recipient:her","A finished gift-ready premium hand-tied bouquet of designer's-choice seasonal blooms in soft harmonious tones, hand-arranged with refined density in an abundant dome, softened by seasonal foliage and eucalyptus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
premium-mothers-day-bouquet,"Premium Mother's Day Bouquet",existing,seasonal-deluxe|luxury-bouquet,"mothers-day","Luxury Bouquet",premium,125,150,"Blush roses|pink peonies","Pastel ranunculus|lisianthus|sweet peas","Silver dollar eucalyptus|jasmine vine",blush,"Soft romantic garden hand-tied","Premium kraft and ivory tissue","Champagne-gold and black satin ribbon, blank","Hand-tied bouquet — no vessel","Classic|Grand|Opulent","Blush roses and pastel blooms gathered with love for Mother's Day.","Blush roses, soft peonies and pastel ranunculus come together in a bouquet as tender and generous as a mother's love. Every gentle petal is chosen to say thank you in the softest, most beautiful way. Hand-tied in ivory tissue and finished with satin ribbon, the Premium Mother's Day Bouquet arrives same-day in Kingston to make her feel as treasured as she truly is.","Premium Mother's Day Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse","Blush roses, peonies and pastel blooms hand-tied for Mother's Day. A tender premium bouquet with same-day Kingston delivery.","mothers day bouquet Kingston, blush roses Jamaica, mothers day flowers, peony pastel bouquet, luxury mothers day gift, same-day flower delivery","Premium Mother's Day Bouquet — blush roses, peonies and pastel blooms hand-tied in ivory tissue by The New Greenhouse","mothers-day | her | loving | premium-tier | blush | same-day-yes | family | classic",everlasting-love-peony-bouquet|spring-awakening-bouquet|signature-ivory-blush-bouquet,signature-ivory-blush-bouquet,"Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve. Book early for Mother's Day weekend.","Trim stems on arrival, place in fresh cool water, refresh daily, and keep in a cool spot away from direct sun to open the peonies gently.","Featured around Mother's Day; peonies are seasonal and may substitute with full blush garden roses when unavailable.","experience:deluxe|channel:retail|delivery:same-day|occasion:mothers-day|collection:seasonal|flower:peony|palette:blush|style:hand-tied|format:bouquet|tier:premium|recipient:her","A finished gift-ready premium hand-tied bouquet of blush roses and pink peonies with pastel ranunculus, lisianthus and sweet peas, hand-arranged with refined density in a soft romantic garden dome, softened by silver dollar eucalyptus and trailing jasmine vine, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
golden-celebration-bouquet,"Golden Celebration Bouquet",existing,luxury-bouquet|signature-collection|best-seller,"everyday","Luxury Bouquet",luxury,150,180,"Gold and cream roses","White lisianthus|ivory ranunculus","Gilded eucalyptus|ruscus",gold,"Full luxe hand-tied dome","Premium kraft and ivory tissue","Champagne-gold and black satin ribbon, blank","Hand-tied bouquet — no vessel","Classic|Grand|Opulent","Gold and cream roses with gilded accents for life's celebrations.","Warm gold and cream roses glow together in a bouquet made for raising a glass — a graduation, a promotion, a milestone worth marking in style. Gilded eucalyptus catches the light and lends every celebration a note of quiet grandeur. Hand-tied in ivory tissue and finished with satin ribbon, the Golden Celebration Bouquet arrives same-day in Kingston to turn any achievement into an occasion.","Golden Celebration Bouquet | Luxury Flower Delivery Kingston | The New Greenhouse","Gold and cream roses with gilded accents, hand-tied for celebrations and milestones. A luxe bouquet with same-day Kingston delivery.","celebration bouquet Kingston, gold rose bouquet Jamaica, congratulations flowers, luxury celebration flowers, milestone bouquet, same-day flower delivery","Golden Celebration Bouquet — gold and cream roses with gilded eucalyptus hand-tied in ivory tissue by The New Greenhouse","everyday | couple | celebratory | luxury-tier | gold | same-day-yes | family | opulent",signature-ivory-blush-bouquet|luxury-mixed-garden-bouquet|golden-anniversary-arrangement,greenhouse-signature-100-roses,"Same-day delivery across Kingston for orders placed before 1pm; presented in a protective bouquet sleeve.","Trim stems on arrival, place in fresh cool water, refresh every two days, and keep away from direct sun and heat to hold the golden tones.","Best-seller, available year-round; gold rose tone may vary subtly with season.","experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:signature|flower:rose|palette:gold|style:hand-tied|format:bouquet|tier:luxury|recipient:couple","A finished gift-ready premium hand-tied bouquet of gold and cream roses with white lisianthus and ivory ranunculus, hand-arranged with refined density in a full luxe dome, accented by gilded eucalyptus and ruscus, wrapped in premium kraft and ivory tissue, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
greenhouse-signature-100-roses,"The Greenhouse Signature 100 Roses",new,signature-collection|best-seller,"romance|everyday","Floral Arrangement",signature,385,450,"One hundred red roses","None — pure roses","Concealed foliage base only",jewel,"Densely packed statement dome","Presented in vessel — no wrap","Champagne-gold and black satin ribbon, blank","Oversized round black keepsake box","Grand (100)|Opulent (150)","One hundred red roses domed into our ultimate grand gesture.","One hundred velvet-red roses arranged shoulder to shoulder into a single, breathtaking dome — the grandest declaration in our entire collection. It is love with nothing held back, an unforgettable statement that fills the room the moment it arrives. Set in an oversized black keepsake box and hand-arranged by our senior florists, The Greenhouse Signature 100 Roses is delivered same-day in Kingston for the moments that deserve everything.","The Greenhouse Signature 100 Roses | Luxury Flower Delivery Kingston | The New Greenhouse","One hundred red roses domed in a keepsake box — our grandest signature gesture. The ultimate luxury statement with same-day Kingston delivery.","100 red roses Kingston, hundred roses box Jamaica, grand romantic gesture, luxury rose statement, signature roses, same-day flower delivery","The Greenhouse Signature 100 Roses — one hundred red roses domed in an oversized black keepsake box by The New Greenhouse","romance | her | grand-gesture | signature-tier | jewel | same-day-yes | partner | opulent",black-gold-orchid-statement|golden-celebration-bouquet|signature-ivory-blush-bouquet,black-gold-orchid-statement,"Same-day delivery across Kingston for orders placed before 1pm; hand-delivered upright by our team to protect the dome. Advance notice appreciated for Opulent size.","Roses are set in floral foam within the box — add a little water to the foam every two days and keep out of direct sun and heat.","New signature centrepiece; the 100-rose volume may require a few hours' lead time in peak periods such as Valentine's Day.","experience:deluxe|channel:retail|delivery:same-day|occasion:romance|occasion:everyday|collection:signature|flower:rose|palette:jewel|style:arrangement|format:box|tier:signature|recipient:her","A finished gift-ready premium arrangement of one hundred deep red roses, hand-arranged with refined density into a single tight rounded statement dome that completely fills an oversized round black keepsake box, no visible foliage on top, box wrapped at the base with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black background, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
black-gold-orchid-statement,"Black & Gold Orchid Statement",new,signature-collection|best-seller,"everyday","Floral Arrangement",signature,250,320,"White and cream phalaenopsis orchids","Cymbidium orchid stems","Broad tropical leaves|gilded foliage",gold,"Sculptural architectural cascading arrangement","Presented in vessel — no wrap","Champagne-gold and black satin ribbon, blank","Tall black and gold lacquer vessel","Grand|Opulent","Cascading orchids in a black and gold vessel — pure architectural drama.","Luminous orchids cascade in sculptural arcs from a striking black and gold lacquer vessel, a piece as much design object as bouquet. It is our most architectural statement — modern, opulent and utterly composed, made to command an entrance hall or executive suite. Hand-arranged by our senior florists, the Black & Gold Orchid Statement is delivered same-day in Kingston to make an unforgettable impression.","Black & Gold Orchid Statement | Luxury Flower Delivery Kingston | The New Greenhouse","Cascading orchids in a striking black and gold vessel — our most architectural signature piece. Modern luxury with same-day Kingston delivery.","orchid statement Kingston, black gold orchids Jamaica, luxury orchid arrangement, modern floral statement, executive flowers, same-day flower delivery","Black & Gold Orchid Statement — cascading white orchids in a tall black and gold lacquer vessel by The New Greenhouse","everyday | him | sophisticated | signature-tier | gold | same-day-yes | couple | modern",white-orchid-elegance|greenhouse-signature-100-roses|luxury-tropical-arrangement,greenhouse-signature-100-roses,"Same-day delivery across Kingston for orders placed before 1pm; hand-delivered upright by our team to protect the cascade.","Keep a little fresh water in the vessel, mist orchid blooms lightly, and display away from direct sun and cold drafts to extend life.","New signature statement; black and gold lacquer vessel is subject to stock, with a comparable designer vessel substituted if needed.","experience:deluxe|channel:retail|delivery:same-day|occasion:everyday|collection:signature|flower:orchid|palette:gold|style:arrangement|format:vase|tier:signature|recipient:him","A finished gift-ready premium floral arrangement of white and cream phalaenopsis orchids with cymbidium orchid stems, hand-arranged with refined density in a sculptural cascading architectural shape, accented by broad tropical leaves and gilded foliage, set in a tall black and gold lacquer vessel, tied with a plain smooth champagne-gold and black satin ribbon, completely blank — no text. Eye-level straight-on angle. Centred composition with generous negative space and roughly 10% margin. Soft luxury studio lighting, balanced exposure, gentle highlights. Soft warm ivory-to-pale-taupe seamless studio background with a gentle grounding shadow — no black background, no hard shadows. Warm, natural, true-to-life, premium editorial grading. Vertical 4:5 crop. Photorealistic high-end florist catalogue quality; botanically accurate; no AI artifacts, no malformed or duplicated petals, no text, no logo, no watermark, no people, no hands."
